repo,number,Title,Body,Ground_Truth,Prediction
tensorflow_tensorflow,25272,estimator saving eval metrics to /eval_0 not /eval,"I decided to give early stopping a shot with [stop_if_no_decrease_hook](https://www.tensorflow.org/api_docs/python/tf/contrib/estimator/stop_if_no_decrease_hook) but after tweaking the params and making sure the hook was actually being triggered, discovered an oddity with my estimator.
The hook reads eval data from the directory[ specified by estimator.eval_dir()](https://github.com/tensorflow/estimator/blob/master/tensorflow_estimator/python/estimator/early_stopping.py#L391) which in this case pops out ""trained_models/rcnn_inception_v2/eval"". This looks all good until I check my actual directory structure and find that /eval doesn't exist. Instead, I have eval_0/ (containing the proper logs) with no other directories in the rcnn_inception_v2/ folder.
I'm curious why eval_0/ is being created instead of eval/ when I've done nothing special to specify this directory. And importantly on top of that, why does estimator.eval_dir() return the wrong directory?",question,bug
tensorflow_tensorflow,41382,error trying to link to Tensorflow C library,"After extracting the libraries to my `/usr/local/` directory from
https://www.tensorflow.org/install/lang_c#download
I get the following:
```
/usr/bin/ld: /usr/local/lib/libtensorflow.so: .dynsym local symbol at index 1603 (>= sh_info of 1)
/usr/bin/ld: /usr/local/lib/libtensorflow.so: .dynsym local symbol at index 2710 (>= sh_info of 1)
/usr/bin/ld: /usr/local/lib/libtensorflow.so: .dynsym local symbol at index 2711 (>= sh_info of 1)
/usr/bin/ld: /usr/local/lib/libtensorflow.so: .dynsym local symbol at index 1603 (>= sh_info of 1)
/usr/bin/ld: /usr/local/lib/libtensorflow.so: .dynsym local symbol at index 2710 (>= sh_info of 1)
/usr/bin/ld: /usr/local/lib/libtensorflow.so: .dynsym local symbol at index 2711 (>= sh_info of 1)
```",question,bug
tensorflow_tensorflow,72420,TensorFlow 2.16 Training an image Autoencoder output pure black image while 2.10 is normal,"2.16.2
Windows10
3.10.13
Not using
No GPU
The task is for single-channel image reconstruction using a convolutional autoencoder. Previously I was using TensorFlow 2.10, and it worked fine, as the epoch proceeded, the reconstructed image output was gradually formed. However, I recently updated my TensorFlow to 2.16.2, for exactly the same code and the same dataset, and the output from the second epoch becomes pure black. I don't understand why.
```shell
import tensorflow as tf 

class Autoencoder(tf.keras.Model):
    def __init__(self, input_shape):
        super(Autoencoder, self).__init__()
        initializer = tf.random_normal_initializer(0., 0.02)
        self.encoder = tf.keras.Sequential([
            tf.keras.layers.Input(shape=input_shape),
            tf.keras.layers.Conv2D(64, kernel_size=4, strides=2, padding='same', kernel_initializer=initializer, use_bias=False),
            tf.keras.layers.LeakyReLU(),
            tf.keras.layers.Conv2D(128, kernel_size=4, strides=2, padding='same', kernel_initializer=initializer, use_bias=False),
            tf.keras.layers.BatchNormalization(),
            tf.keras.layers.LeakyReLU(),
            tf.keras.layers.Conv2D(256, kernel_size=4, strides=2, padding='same', kernel_initializer=initializer, use_bias=False),
            tf.keras.layers.BatchNormalization(),
            tf.keras.layers.LeakyReLU(),
            tf.keras.layers.Conv2D(512, kernel_size=4, strides=2, padding='same', kernel_initializer=initializer, use_bias=False),
            tf.keras.layers.BatchNormalization(),
            tf.keras.layers.LeakyReLU(),
            tf.keras.layers.Conv2D(512, kernel_size=4, strides=2, padding='same', kernel_initializer=initializer, use_bias=False),
            tf.keras.layers.BatchNormalization(),
            tf.keras.layers.LeakyReLU(),
            tf.keras.layers.Conv2D(1024, kernel_size=4, strides=2, padding='same', kernel_initializer=initializer, use_bias=False),
            tf.keras.layers.BatchNormalization(),
            tf.keras.layers.LeakyReLU()
        ])
        self.decoder = tf.keras.Sequential([
            tf.keras.layers.Conv2DTranspose(1024, kernel_size=4, strides=2, padding='same', kernel_initializer=initializer, use_bias=False),
            tf.keras.layers.BatchNormalization(),
            tf.keras.layers.Dropout(0.5),
            tf.keras.layers.ReLU(),
            tf.keras.layers.Conv2DTranspose(512, kernel_size=4, strides=2, padding='same', kernel_initializer=initializer, use_bias=False),
            tf.keras.layers.BatchNormalization(),
            tf.keras.layers.ReLU(),
            tf.keras.layers.Conv2DTranspose(512, kernel_size=4, strides=2, padding='same', kernel_initializer=initializer, use_bias=False),
            tf.keras.layers.BatchNormalization(),
            tf.keras.layers.ReLU(),
            tf.keras.layers.Conv2DTranspose(256, kernel_size=4, strides=2, padding='same', kernel_initializer=initializer, use_bias=False),
            tf.keras.layers.BatchNormalization(),
            tf.keras.layers.ReLU(),
            tf.keras.layers.Conv2DTranspose(128, kernel_size=4, strides=2, padding='same', kernel_initializer=initializer, use_bias=False),
            tf.keras.layers.BatchNormalization(),
            tf.keras.layers.ReLU(),
            tf.keras.layers.Conv2DTranspose(64, kernel_size=4, strides=2, padding='same', kernel_initializer=initializer, use_bias=False),
            tf.keras.layers.BatchNormalization(),
            tf.keras.layers.ReLU(),
            tf.keras.layers.Conv2D(input_shape[-1], kernel_size=4, activation='sigmoid', padding='same')
        ])

    def call(self, x):
        encoded = self.encoder(x)
        decoded = self.decoder(encoded)
        return decoded


shape = train_X.shape[1:]
autoencoder = Autoencoder(shape)
sample_data = np.random.random((1, *shape))  # Batch size of 1
autoencoder(sample_data)
autoencoder.summary()

print(f""model size: {autoencoder.count_params() * 4 / (1024**2)} MB"") 

# adam_optimizer = tf.keras.optimizers.Adam(learning_rate=0.001)
adam_optimizer = tf.keras.optimizers.Adam(learning_rate=1e-4, beta_1=0.9, beta_2=0.999, epsilon=1e-07)
autoencoder.compile(optimizer=adam_optimizer, 
                    loss=tf.keras.losses.MeanSquaredError())
history = autoencoder.fit(train_X, train_Y,
                        epochs=80,
                        batch_size=4,
                        shuffle=True,
                        validation_data=(val_X, val_Y),
                        callbacks=[ImageReconstructionCallback(val_X, val_Y)]
                        )
```",question,bug
tensorflow_tensorflow,17869,Unable to run inference on mobilenet,"### System information
- **Have I written custom code (as opposed to using a stock example script provided in TensorFlow)**: No
- **OS Platform and Distribution (e.g., Linux Ubuntu 16.04)**: Ubuntu 16.04
- **TensorFlow installed from (source or binary)**: Binary
- **TensorFlow version (use command below)**: 1.4.1
- **Python version**: 3.5.4
- **Bazel version (if compiling from source)**:
- **GCC/Compiler version (if compiling from source)**:
- **Exact command to reproduce**:
I want to run mobilenet inference on one image. I have converted the JPEG image to binary. The binary file size is 602112 bytes [3 x 224 x 224 x sizeof(float32)]
I downloaded the mobilenet model from:
https://github.com/tensorflow/models/blob/master/research/slim/nets/mobilenet_v1.md
And tried running inference on it as follows:
# init
protobuf = 'mobilenet_v1_0.25_128_frozen.pb'
img_fname = 'ILSVRC2012_val_00000001.bin'
iname = 'prefix/input:0'
oname = 'prefix/MobilenetV1/Predictions/Softmax:0'
# read graph definition
gfile = tf.gfile.GFile(protobuf, ""rb"")
graph_def = tf.GraphDef()
graph_def.ParseFromString(gfile.read())
_ = tf.import_graph_def(graph_def, name='prefix')
# load image
image_data = tf.gfile.GFile(img_fname,'rb').read()
# run inference
with tf.Session() as sess:
output_tensor = sess.graph.get_tensor_by_name(oname)
output = sess.run(output_tensor, {iname:image_data})
data_fname, _ = oname.split(':0')
data_fname = data_fname.replace(""/"", ""."") + "".bin""
output.tofile(data_fname)
print(data_fname, 'saved')
It doesn't seem to work. It's not crashing but printing a lot of numbers like:
\x86Bo\x13QB\x05\xf6\x89B\xeb\x01qB\x9bb\x80B\xe7\xa7VBA\xb3\x80B\xe3c\x85Bs\x03kB\xd7\xe5\x7fBs;{B\x8be\x8eB[+jB/\x08{B\xff6RB\x87\xe3&B\x15\x1f\xb3A\xc7\xfdQB\xf3\xe6UB\x0b\xa8\nB\xab\xc5GB\xef\x12JB'",question,bug
tensorflow_tensorflow,1325,tf.get_variable() cannot recognize existing variables,"`with tf.variable_scope(""conv"", reuse=True):
x = tf.get_variable(""w"",[1])`
The above code cannot recognize an existing variable, but clearly the existing variable was created before as print out of the variable .name shows : `conv/w:0`
I get an error when using tf.get_variable:
`ValueError: Under-sharing: Variable conv/w does not exist, disallowed. Did you mean to set reuse=None in VarScope?`
If set to reuse=None...
`with tf.variable_scope(""conv"", reuse=None):
x = tf.get_variable(""w"",[1])`
Then it creates another variable with .name  `conv/w_1:0`
It's a bug! Now I have 2 variables, with names `'conv/w'`  and `'conv/w_1'`",question,bug
tensorflow_tensorflow,6973,ImportError: No module named nn.rnn,"I'm having trouble accessing the rnn models.  The following commands:
```
import tensorflow as tf
from tensorflow.nn.rnn import rnn, rnn_cell
```
yield the following error:
```
---------------------------------------------------------------------------
ImportError                               Traceback (most recent call last)
<ipython-input-4-f6712a17b199> in <module>()
----> 1 from tensorflow.nn.rnn import rnn, rnn_cell

ImportError: No module named nn.rnn
```
And the line:
```
lstm_cell_1 = tf.nn.rnn_cell.BasicLSTMCell(n_hidden)
```
yields:
```
---------------------------------------------------------------------------
AttributeError                            Traceback (most recent call last)
<ipython-input-5-f0f106c78703> in <module>()
----> 1 lstm_cell_1 = tf.nn.rnn_cell.BasicLSTMCell(n_hidden)

AttributeError: 'module' object has no attribute 'rnn_cell'

```
The version is  `'0.12.head'` and I'm working on MacOS 10.12.2.  I'm working off git hash #7c16e2e23.
I have been following the commentary in [#2685](https://github.com/tensorflow/tensorflow/issues/2685) and others.
First, I installed setuptools:
```
pip install --upgrade -I setuptools
```
and then the latest python:
```
pip install --ignore-installed --upgrade tensorflow-0.12.1-py2-none-any.whl 
```
Is this a real issue, or a problem with my setup?",question,bug
tensorflow_tensorflow,5396,"tf.train.range_input_producer(epoch_size, shuffle=True) does not terminate","Hey guys,
While working on language modeling using PTB dataset  [(as shown in TensorFlow tutorial)](https://github.com/tensorflow/tensorflow/blob/master/tensorflow/models/rnn/ptb/ptb_word_lm.py) I had an issue with `ptb_producer `[(see on StackOverflow)](http://stackoverflow.com/questions/40406469/tf-nn-embedding-lookup-does-nothing-blocking-the-execution-but-no-associated-cp).
Long story short, it turns out that `ptb_producer` never terminates.
To debug, I tried to 'manually' run `ptb_producer` with the code below.
```
import tensorflow as tf

learning_rate = 1.0
num_layers = 2
num_steps = 20
hidden_size = 2
epochs = 50
batch_size = 20
vocab_size = 10000

# Loading data
import tensorflow.models.rnn.ptb.reader as reader

ptb_data_path = '<path>/tensorflow/ptb_data/simple-examples/data/'
(train, valid, test, _) = reader.ptb_raw_data(ptb_data_path)

raw_data = train
name = None

# Exact content of PTBProducer
with tf.name_scope(name, ""PTBProducer"", [raw_data, batch_size, num_steps]):
    raw_data = tf.convert_to_tensor(raw_data, name=""raw_data"", dtype=tf.int32)

    data_len = tf.size(raw_data)
    batch_len = data_len // batch_size
    data = tf.reshape(raw_data[0 : batch_size * batch_len],
                      [batch_size, batch_len])

    epoch_size = (batch_len - 1) // num_steps
    assertion = tf.assert_positive(
        epoch_size,
        message=""epoch_size == 0, decrease batch_size or num_steps"")
    with tf.control_dependencies([assertion]):
        epoch_size = tf.identity(epoch_size, name=""epoch_size"")

    i = tf.train.range_input_producer(epoch_size, shuffle=False).dequeue()
    x = tf.slice(data, [0, i * num_steps], [batch_size, num_steps])
    y = tf.slice(data, [0, i * num_steps + 1], [batch_size, num_steps])
```
And then running to find out where thing is getting into troubles
`sess = tf.Session()` then `sess.run(epoch_size)` gives `2323`
Running `sess.run(tf.train.range_input_producer(epoch_size, shuffle=True).dequeue())` just waits (it does not terminate nor induce CPU load, i.e. same problem than when I run the whole code).
In fact, even `queue = tf.train.range_input_producer(epoch_size, shuffle=True)` (which can be intermediate step for previous syntax) does nothing. There is the problem line, still don't know why
I am not sure how this issue could be related to be, thus it might be a bug.
# Config Information
- `tf.__version__` = '0.11.0rc2'
- python 3.5.2
- Ubuntu 16.04",question,bug
tensorflow_tensorflow,37413,random output,"the chat i created it doesn't work correctly i guess it keep givin me this kind of result no matter how much time i train it
> python3 ./translate.py  --en_vocab_size=40000 --fr_vocab_size=40000 --data_dir=/home/baba055h_s/ --train_dir=/home/baba055h_s/ --decode
/home/baba055h_s/.local/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:463: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
_np_qint8 = np.dtype([(""qint8"", np.int8, 1)])
/home/baba055h_s/.local/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:464: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
_np_quint8 = np.dtype([(""quint8"", np.uint8, 1)])
/home/baba055h_s/.local/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:465: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
_np_qint16 = np.dtype([(""qint16"", np.int16, 1)])
/home/baba055h_s/.local/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:466: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
_np_quint16 = np.dtype([(""quint16"", np.uint16, 1)])
/home/baba055h_s/.local/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:467: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
_np_qint32 = np.dtype([(""qint32"", np.int32, 1)])
WARNING:tensorflow:From /home/baba055h_s/ten3/tensorflow/tensorflow/models/rnn/translate/seq2seq_model.py:188 in __init__.: all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Please use tf.global_variables instead.
Created model with fresh parameters.
WARNING:tensorflow:From ./translate.py:138 in create_model.: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
/> hi
sample sample sample sample sample sample sample sample letter-sized letter-sized
>/> what's up
sample sample sample soil soil soil neski neski neski neski
> as you notice the result are random 10 words at least and some words are repeated  like this :""sample sample sample soil soil soil neski neski neski neski""
>>i'm using
tensorflow 0.12.1
translate script with branch r0.11
prepare data using this script
https://github.com/b0noI/dialog_converter/tree/master
i trained it up to 4000 time and the same thing
see what is that all about is it something wrong with the data i provided
please help me",question,bug
tensorflow_tensorflow,9077,"Any idea why ""failed to create cublas handle""?","When I run a demo of Faster R-CNN,I meet an error,I have spend a whole week on it,but not work:
Env:
- *OS*:Ubuntu16.04
- *TensorFlow version*:1.0.1
- *TensorFlow installed from (source or binary)?*:binary
- *CUDA/cuDNN version*:CUDA8.0 cuDNN5.1
- *GPU Model and Memory*: GTX 950 2G
- *Exact command to reproduce*:python ./tools/demo.py --model model_path
See https://github.com/smallcorgi/Faster-RCNN_TF
The error as follows:
W tensorflow/core/common_runtime/bfc_allocator.cc:217] Ran out of memory trying to allocate 791.02MiB. The caller indicates that this is not a failure, but may mean that there could be performance gains if more memory is available.
W tensorflow/core/common_runtime/bfc_allocator.cc:217] Ran out of memory trying to allocate 1.08GiB. The caller indicates that this is not a failure, but may mean that there could be performance gains if more memory is available.
W tensorflow/core/common_runtime/bfc_allocator.cc:217] Ran out of memory trying to allocate 1.08GiB. The caller indicates that this is not a failure, but may mean that there could be performance gains if more memory is available.
E tensorflow/stream_executor/cuda/cuda_blas.cc:372] failed to create cublas handle: CUBLAS_STATUS_NOT_INITIALIZED
W tensorflow/stream_executor/stream.cc:1390] attempting to perform BLAS operation using StreamExecutor without BLAS support
Traceback (most recent call last):
File ""./tools/demo.py"", line 126, in <module>
_, _= im_detect(sess, net, im)
File ""/home/tangshouquan/Faster-RCNN_TF/tools/../lib/fast_rcnn/test.py"", line 179, in im_detect
run_metadata=run_metadata)
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/client/session.py"", line 767, in run
run_metadata_ptr)
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/client/session.py"", line 965, in _run
feed_dict_string, options, run_metadata)
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/client/session.py"", line 1015, in _do_run
target_list, options, run_metadata)
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/client/session.py"", line 1035, in _do_call
raise type(e)(node_def, op, message)
tensorflow.python.framework.errors_impl.InternalError: Blas SGEMM launch failed : m=1369, n=18, k=512
[[Node: rpn_cls_score/Conv2D = Conv2D[T=DT_FLOAT, data_format=""NHWC"", padding=""VALID"", strides=[1, 1, 1, 1], use_cudnn_on_gpu=true, _device=""/job:localhost/replica:0/task:0/gpu:0""](rpn_conv/3x3/rpn_conv/3x3, rpn_cls_score/weights/read)]]
[[Node: cls_score/cls_score/_109 = _Recv[client_terminated=false, recv_device=""/job:localhost/replica:0/task:0/cpu:0"", send_device=""/job:localhost/replica:0/task:0/gpu:0"", send_device_incarnation=1, tensor_name=""edge_357_cls_score/cls_score"", tensor_type=DT_FLOAT, _device=""/job:localhost/replica:0/task:0/cpu:0""]()]]
Caused by op u'rpn_cls_score/Conv2D', defined at:
File ""./tools/demo.py"", line 114, in <module>
net = get_network(args.demo_net)
File ""/home/tangshouquan/Faster-RCNN_TF/tools/../lib/networks/factory.py"", line 28, in get_network
return networks.VGGnet_test()
File ""/home/tangshouquan/Faster-RCNN_TF/tools/../lib/networks/VGGnet_test.py"", line 16, in __init__
self.setup()
File ""/home/tangshouquan/Faster-RCNN_TF/tools/../lib/networks/VGGnet_test.py"", line 40, in setup
.conv(1,1,len(anchor_scales)*3*2,1,1,padding='VALID',relu = False,name='rpn_cls_score'))
File ""/home/tangshouquan/Faster-RCNN_TF/tools/../lib/networks/network.py"", line 25, in layer_decorated
layer_output = op(self, layer_input, *args, **kwargs)
File ""/home/tangshouquan/Faster-RCNN_TF/tools/../lib/networks/network.py"", line 109, in conv
conv = convolve(input, kernel)
File ""/home/tangshouquan/Faster-RCNN_TF/tools/../lib/networks/network.py"", line 100, in <lambda>
convolve = lambda i, k: tf.nn.conv2d(i, k, [1, s_h, s_w, 1], padding=padding)
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/ops/gen_nn_ops.py"", line 396, in conv2d
data_format=data_format, name=name)
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/framework/op_def_library.py"", line 763, in apply_op
op_def=op_def)
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/framework/ops.py"", line 2327, in create_op
original_op=self._default_original_op, op_def=op_def)
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/framework/ops.py"", line 1226, in __init__
self._traceback = _extract_stack()
InternalError (see above for traceback): Blas SGEMM launch failed : m=1369, n=18, k=512
[[Node: rpn_cls_score/Conv2D = Conv2D[T=DT_FLOAT, data_format=""NHWC"", padding=""VALID"", strides=[1, 1, 1, 1], use_cudnn_on_gpu=true, _device=""/job:localhost/replica:0/task:0/gpu:0""](rpn_conv/3x3/rpn_conv/3x3, rpn_cls_score/weights/read)]]
[[Node: cls_score/cls_score/_109 = _Recv[client_terminated=false, recv_device=""/job:localhost/replica:0/task:0/cpu:0"", send_device=""/job:localhost/replica:0/task:0/gpu:0"", send_device_incarnation=1, tensor_name=""edge_357_cls_score/cls_score"", tensor_type=DT_FLOAT, _device=""/job:localhost/replica:0/task:0/cpu:0""]()]]",question,bug
tensorflow_tensorflow,8741,temperature will be higher when I using two different cards in the same machine,"Hey, guys, I am trying to train a CNN model. My machine has 2 K40. When I run my model in the second card, the temperature  will be higher than running in the first card, and the training will be slower and slower.",question,bug
tensorflow_tensorflow,8660,Error when creating a summary inside a tf.while_loop in a multi-GPU setup (like CIFAR-10),"Why diagnosing a problem with batch normalized RNNs, I tried to add a summary of the population statistics in my batch normalized cell, but then when I try to run the merged summaries I get the following error:
tensorflow.python.framework.errors_impl.InvalidArgumentError: The node 'Merge/MergeSummary' has inputs from different frames. The input 'tower_2/rnn/while/multi_rnn_cell/cell_4/gru_cell/gates/r/rnn/multi_rnn_cell/cell_4/gru_cell/gates/r/pop_var_0' is in frame 'tower_2/rnn/while/tower_2/rnn/while/'. The input 'tower_3/rnn/while/multi_rnn_cell/cell_4/gru_cell/gates/r/rnn/multi_rnn_cell/cell_4/gru_cell/gates/r/pop_var_0' is in frame 'tower_3/rnn/while/tower_3/rnn/while/'.
This is on TensorFlow 1.0. I'll try to get a reduced testcase.",question,bug
tensorflow_tensorflow,8189,tf.image.crop_and_resize not returning proper values of the cropped data,"I am using **tf.image.crop_and_resize**  to obtain cropped data of image but the function is returning all zeroes instead of pixel values.
My code is like this
```
ori_image = Image.open('/home/sumith/imagepyramids/2.jpg')
img_data = np.expand_dims(np.asarray(ori_image).astype(np.float32), axis=0)
with tf.Session() as sess:
   sess.run([tf.global_variables_initializer(), tf.local_variables_initializer()])
   cropped_list = sess.run(tf.image.crop_and_resize(image=img_data, 
      boxes=[[0, 0, 50, 50]], crop_size=[40, 36],   box_ind[0]))
   print(np.asarray(ori_image.crop([0, 0, 50, 50]).resize((40, 36)).astype(np.float32))
   print(cropped_list[0])
```
the first print statement prints the proper cropped data of image but the second print gives the array in proper shape as given in **crop_size** but array full of zeros.
the first print statement's output
```
[[[  60.   46.   42.]
  [  60.   46.   40.]
  [  63.   45.   38.]
  ..., 
  [  71.   68.   85.]
  [  73.   71.   86.]
  [  74.   73.   87.]]
  ..., 
  [  69.   70.   93.]
  [  75.   74.   94.]
  [  78.   74.   93.]]]
```
the second print statement's output
```
[[[ 59.  45.  42.]
  [  0.   0.   0.]
  [  0.   0.   0.]
  ..., 
  [  0.   0.   0.]
  [  0.   0.   0.]
  [  0.   0.   0.]]
 ....,
  [  0.   0.   0.]
  [  0.   0.   0.]
  [  0.   0.   0.]]]
```
It would be of great help if I get answer for this.",question,bug
tensorflow_tensorflow,7835,TypeError: zeros_initializer() takes at least 1 argument,"Tensorflow 0.12.1 (4d924e7)
I cloned the up-to-dated tensorflow-models today.
I got the following error msg:
Traceback (most recent call last):
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/flowers_train.py"", line 41, in <module>
tf.app.run()
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/platform/app.py"", line 43, in run
sys.exit(main(sys.argv[:1] + flags_passthrough))
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/flowers_train.py"", line 37, in main
inception_train.train(dataset)
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/inception_train.py"", line 241, in train
scope, reuse_variables)
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/inception_train.py"", line 109, in _tower_loss
scope=scope)
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/inception_model.py"", line 87, in inference
scope=scope)
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/slim/inception_model.py"", line 87, in inception_v3
scope='conv0')
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/slim/scopes.py"", line 155, in func_with_args
return func(*args, **current_args)
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/slim/ops.py"", line 234, in conv2d
outputs = batch_norm(conv, **batch_norm_params)
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/slim/scopes.py"", line 155, in func_with_args
return func(*args, **current_args)
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/slim/ops.py"", line 88, in batch_norm
initializer=tf.zeros_initializer(),
TypeError: zeros_initializer() takes at least 1 argument (0 given)
I read through previous issues on zeors_initializer() & ones_initializer(). And I replaced zeros_initializer() w/ constant_initializer(0.0), but got the new error:
Traceback (most recent call last):
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/flowers_train.py"", line 41, in <module>
tf.app.run()
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/platform/app.py"", line 43, in run
sys.exit(main(sys.argv[:1] + flags_passthrough))
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/flowers_train.py"", line 37, in main
inception_train.train(dataset)
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/inception_train.py"", line 241, in train
scope, reuse_variables)
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/inception_train.py"", line 109, in _tower_loss
scope=scope)
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/inception_model.py"", line 87, in inference
scope=scope)
File ""/home/omnisky/data/tensorflow-models/inception/bazel-bin/inception/flowers_train.runfiles/inception/inception/slim/inception_model.py"", line 125, in inception_v3
net = tf.concat([branch1x1, branch5x5, branch3x3dbl, branch_pool], 3)
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/ops/array_ops.py"", line 1075, in concat
dtype=dtypes.int32).get_shape(
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/framework/ops.py"", line 669, in convert_to_tensor
ret = conversion_func(value, dtype=dtype, name=name, as_ref=as_ref)
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/framework/constant_op.py"", line 176, in _constant_tensor_conversion_function
return constant(v, dtype=dtype, name=name)
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/framework/constant_op.py"", line 165, in constant
tensor_util.make_tensor_proto(value, dtype=dtype, shape=shape, verify_shape=verify_shape))
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/framework/tensor_util.py"", line 367, in make_tensor_proto
_AssertCompatible(values, dtype)
File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/framework/tensor_util.py"", line 302, in _AssertCompatible
(dtype.name, repr(mismatch), type(mismatch).__name__))
TypeError: Expected int32, got list containing Tensors of type '_Message' instead.
Anybody can help? Thanks a lot!",question,bug
tensorflow_tensorflow,11296,No OpKernel was registered to support Op 'LesseEqual' with these attrs on Android,"On Android I am trying to load a tensorflow graph which I have frozen by using convert_variables_to_constants however I am getting:
com.example.trio.tensordemo E/TensorflowDebug:
java.lang.IllegalArgumentException: No OpKernel was registered to support Op 'LessEqual' with these attrs.  Registered devices: [CPU],
Registered kernels:
<no registered kernels>
[[Node: bidirectional_rnn/fw/fw/LessEqual = LessEqual[T=DT_INT32, _device=""/device:GPU:0""](bidirectional_rnn/fw/fw/Max, bidirectional_rnn/fw/fw/LessEqual/y)]]
This is what the node looks like:
name: ""bidirectional_rnn/fw/fw/LessEqual_1""
op: ""LessEqual""
input: ""bidirectional_rnn/fw/fw/Max""
input: ""bidirectional_rnn/fw/fw/LessEqual_1/y""
device: ""/device:CPU:0""
attr {
key: ""T""
value {
type: DT_INT32
The tensorflow version I trained and loaded in Android are both r1.2.",question,bug
